Product_Name,Product_ASIN,Brand,Price,MRP,Discount,Stock_Status,Rating,Reviews,Seller,Product_Link,Reviews_Link,Scraped_At
"boAt Rockerz 421 (2025 Launch), 40Hrs Battery, Low Latency(40Ms), 40Mm Drivers, Enx Technology, Integrated Controls, V5.4 Bluetooth Headphones, Wireless Over Ear Headphone with Mic (Bold Blue)",B0F7LY85KB,boAt,"₹1,199","₹2,490",52% off,In Stock,4.3 out of 5 stars,616,"Amazon.com, Inc",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzc5OTE1NTM1NTk0Njk1OjE3NTg1NTM3MjU6c3BfbXRmOjMwMDY0MTM2NDk0MzczMjo6MDo6&url=%2FboAt-Rockerz-Technology-Integrated-Headphones%2Fdp%2FB0F7LY85KB%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1758553725%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=xdwjSKyhAh&sp_cr=ZAZ,https://amazon.in/product-reviews/B0F7LY85KB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:28
"JBL New Launch Tune Beam 2 TWS, ANC Earbuds, 48Hr Playtime,Dual Connect, Ambient Aware, Relax Mode, Customized EQ with Headphones App, 6 Mics for Clear Calls, Spatial Sound, Personi-Fi 3.0 (Black)",B0DK3W2XK3,JBL,"₹4,999","₹8,999",44% off,In Stock,3.8 out of 5 stars,788,"Amazon.com, Inc",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzc5OTE1NTM1NTk0Njk1OjE3NTg1NTM3MjU6c3BfbXRmOjMwMDUzNjQ4MzI4ODkzMjo6MDo6&url=%2FJBL-Playtime-Customized-Headphones-Personi-Fi%2Fdp%2FB0DK3W2XK3%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1758553725%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=LVaOWMw9uS&sp_cr=ZAZ,https://amazon.in/product-reviews/B0DK3W2XK3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:32
"boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)",B0DHDDF5J2,boAt,₹999,"₹4,990",80% off,In Stock,4.1 out of 5 stars,"99,601","Amazon.com, Inc",https://www.amazon.in/boAt-Bassheads-900-Pro-Unidirectional/dp/B0DHDDF5J2/ref=sr_1_13?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-13,https://amazon.in/product-reviews/B0DHDDF5J2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:35
"boAt BassHeads 225 in-Ear Super Extra Bass Wired Headphones, with Mic (Black)",B01M9C51T9,boAt,₹399,₹999,60% off,In Stock,4.0 out of 5 stars,"116,515","Amazon.com, Inc",https://www.amazon.in/BassHeads-225-Super-Extra-Headphones/dp/B01M9C51T9/ref=sr_1_14?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-14,https://amazon.in/product-reviews/B01M9C51T9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:39
"ZEBRONICS THUNDER Bluetooth 5.3 Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice assistant, Comfortable Earcups, Call Function(Black)",B07L8KNP5F,ZEBRONICS,₹599,"₹1,199",50% off,In Stock,3.7 out of 5 stars,"25,650","Amazon.com, Inc",https://www.amazon.in/ZEBRONICS-Bluetooth-Headphones-assistant-Comfortable/dp/B07L8KNP5F/ref=sr_1_15?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-15,https://amazon.in/product-reviews/B07L8KNP5F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:43
"boAt Rockerz 421 (2025 Launch), 40Hrs Battery, Low Latency(40Ms), 40Mm Drivers, Enx Technology, Integrated Controls, V5.4 Bluetooth Headphones, Wireless Over Ear Headphone with Mic (Black Sabre)",B0F7M3Q8DV,boAt,"₹1,199","₹2,490",52% off,In Stock,4.3 out of 5 stars,616,"Amazon.com, Inc",https://www.amazon.in/boAt-Rockerz-Technology-Integrated-Headphones/dp/B0F7M3Q8DV/ref=sr_1_16?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-16,https://amazon.in/product-reviews/B0F7M3Q8DV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:47
"JBL Tune 770NC Wireless Over Ear ANC Headphones with Mic, Upto 70 Hrs Battery, Speed Charge : 5 min Charge Gives up to 3H of Playback, Google Fast Pair, Dual Pairing, BT 5.3 (Black)",B09CYX92NB,JBL,"₹4,999","₹9,999",50% off,In Stock,4.0 out of 5 stars,"26,112","Amazon.com, Inc",https://www.amazon.in/JBL-Wireless-Headphones-Speedcharge-Customize/dp/B09CYX92NB/ref=sr_1_17?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-17,https://amazon.in/product-reviews/B09CYX92NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:50
"pTron Studio Evo 70hrs Playtime Wireless Over Ear Headphones with HD Mic, Low-Latency Game/Movie/Music Modes, Punchy Bass, BT5.3, Dual Device Pairing, Voice Assistant & Type-C Fast Charging (Black)",B0DQ212KP4,pTron,₹699,"₹3,199",78% off,In Stock,4.3 out of 5 stars,226,"Amazon.com, Inc",https://www.amazon.in/pTron-Studio-Headphones-Low-Latency-Assistant/dp/B0DQ212KP4/ref=sr_1_18?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-18,https://amazon.in/product-reviews/B0DQ212KP4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:39:55
"Ambrane Wired Headphones in Earphones with in-Line Mic for Clear Calling, 14Mm Dynamic Drivers for Boostedbass, 3.5Mm Jack, Multi-Functional Controller (Stringz 38 Lite, Blue)",B0DQPKH93F,Ambrane,₹179,₹449,60% off,In Stock,3.8 out of 5 stars,"6,709","Amazon.com, Inc",https://www.amazon.in/Ambrane-Boostedbass-Multi-Functional-Stringz-Lite/dp/B0DQPKH93F/ref=sr_1_19?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-19,https://amazon.in/product-reviews/B0DQPKH93F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:01
"Sony WH-CH720N Active Noise Cancellation Wireless Bluetooth Over Ear Headphones with Mic, Adaptive Sound Control, Quick Charge, Up to 35Hrs Battery, Customized EQ- Black",B0BS1QCFHX,Sony,"₹7,899","₹14,990",47% off,In Stock,4.3 out of 5 stars,"12,548","Amazon.com, Inc",https://www.amazon.in/Sony-Cancellation-Headphones-Multi-Point-Connection/dp/B0BS1QCFHX/ref=sr_1_20?dib=eyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg&dib_tag=se&keywords=headphones&qid=1758553725&sr=8-20,https://amazon.in/product-reviews/B0BS1QCFHX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:05
"Noise Airwave Max 5 Wireless Over-Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Calm Beige)",B0DGV6TB8D,Noise,"₹3,999","₹5,999",33% off,In Stock,4.2 out of 5 stars,288,"Amazon.com, Inc",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzc5OTE1NTM1NTk0Njk1OjE3NTg1NTM3MjU6c3BfYnRmOjMwMDQ2NzQwNjY1NDczMjo6MDo6&url=%2FNoise-Launched-Wireless-Over-Ear-Headphones%2Fdp%2FB0DGV6TB8D%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1758553725%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=uMCkTX6pT7&sp_cr=ZAZ,https://amazon.in/product-reviews/B0DGV6TB8D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:09
"HP H200 On Ear Wireless Headset, Black",B0DHKJ5HWL,HP,₹999,"₹3,749",73% off,In Stock,4.1 out of 5 stars,327,"Amazon.com, Inc",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzc5OTE1NTM1NTk0Njk1OjE3NTg1NTM3MjU6c3BfYnRmOjMwMDU0MTAxOTQzMjQzMjo6MDo6&url=%2FHP-99Y16AA-H200-Wireless-Headset%2Fdp%2FB0DHKJ5HWL%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAOnHCmz5d4_zOKs1z0RbD_NGNTcXKC2N_1_W2afBmCuaeD1_ya9RfKH2DdfAmcn4Dz5cSb71tfyPWzbCeZIsfWSWP2M0rmeWr-skayKZw3ujQ34M0qcRaAmBDhKlvXZ3ohLldVlHMFCyL-DHgaixIy1aJ2AVL2wKoQv9fBtA0fzv8Th8QO8B0FhLedUG9gpegDRI0A5D9KOe4EOt-B_QMpXm0D3uRYYwb5YLvGFizY.rZ0ErfuegNP8jtqbyvhmyOWyofCyDD461PbFA3WXeMg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1758553725%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=x4cNCJJP8E&sp_cr=ZAZ,https://amazon.in/product-reviews/B0DHKJ5HWL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:13
"boAt Rockerz 411 (2025 Launch), 40Ms Low Latency, 40Hrs Battery, 40Mm Drivers, Enx Tech, Integrated Controls, V5.4 Bluetooth Headphones, Wireless Over Ear Headphone with Mic (Bold Blue)",B0FC2W8WJM,boAt,"₹1,099","₹2,999",63% off,In Stock,4.2 out of 5 stars,"27,040","Amazon.com, Inc",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODQ0MDgzNjAxODQxNzEyOjE3NTg1NTM4MTc6c3BfYXRmX25leHQ6MzAwNjA5NTU5MjEyOTMyOjowOjo&url=%2FboAt-Integrated-Bluetooth-Headphones-Headphone%2Fdp%2FB0FC2W8WJM%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.rAVL3OZsOjPr2_HNudqXQg5LwoWovoxOrWBnCyZ0VSufu2atlRgsUbUxV236WcSyd3Hs1lwM83cu7XwWLF7DpV-ManqU0OoKnwUzdtXUbvcE18qD4q0t1elzADKoPRBSKWsFDm4VK4VXeri2MgSht9foLbfSE1o7c6by98dhMppa2sx0v80Kiqv8EiDDecDXAtiENhJcJ1d9FwRj4rsLcDbP0fOxBnVg7b0qg9yQhz8.RPDAwQwIFRYren5Xj3Kz2KR8lCHCH9AziHgxf36n4uw%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1758553817%26sr%3D8-17-spons%26xpid%3DQ-XSjaBW2W0qe%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=P1dpdlODYy&sp_cr=ZAZ,https://amazon.in/product-reviews/B0FC2W8WJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:21
"boAt Rockerz 421 (2025 Launch), 40Hrs Battery, Low Latency(40Ms), 40Mm Drivers, Enx Technology, Integrated Controls, V5.4 Bluetooth Headphones, Wireless Over Ear Headphone with Mic (Black Sabre)",B0F7M3Q8DV,boAt,"₹1,199","₹2,490",52% off,In Stock,4.3 out of 5 stars,616,"Amazon.com, Inc",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODQ0MDgzNjAxODQxNzEyOjE3NTg1NTM4MTc6c3BfYXRmX25leHQ6MzAwNjQxMzY0OTQzODMyOjowOjo&url=%2FboAt-Rockerz-Technology-Integrated-Headphones%2Fdp%2FB0F7M3Q8DV%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.rAVL3OZsOjPr2_HNudqXQg5LwoWovoxOrWBnCyZ0VSufu2atlRgsUbUxV236WcSyd3Hs1lwM83cu7XwWLF7DpV-ManqU0OoKnwUzdtXUbvcE18qD4q0t1elzADKoPRBSKWsFDm4VK4VXeri2MgSht9foLbfSE1o7c6by98dhMppa2sx0v80Kiqv8EiDDecDXAtiENhJcJ1d9FwRj4rsLcDbP0fOxBnVg7b0qg9yQhz8.RPDAwQwIFRYren5Xj3Kz2KR8lCHCH9AziHgxf36n4uw%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1758553817%26sr%3D8-18-spons%26xpid%3DQ-XSjaBW2W0qe%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=BlbiFHHIDP&sp_cr=ZAZ,https://amazon.in/product-reviews/B0F7M3Q8DV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:25
"Ambrane Wired Headphones in Earphones with in-Line Mic for Clear Calling, 14Mm Dynamic Drivers for Boostedbass, 3.5Mm Jack, Multi-Functional Controller (Stringz 38 Lite, Blue)",B0DQPKH93F,Ambrane,₹179,₹449,60% off,In Stock,3.8 out of 5 stars,"6,709","Amazon.com, Inc",https://www.amazon.in/Ambrane-Boostedbass-Multi-Functional-Stringz-Lite/dp/B0DQPKH93F/ref=sr_1_19?dib=eyJ2IjoiMSJ9.rAVL3OZsOjPr2_HNudqXQg5LwoWovoxOrWBnCyZ0VSufu2atlRgsUbUxV236WcSyd3Hs1lwM83cu7XwWLF7DpV-ManqU0OoKnwUzdtXUbvcE18qD4q0t1elzADKoPRBSKWsFDm4VK4VXeri2MgSht9foLbfSE1o7c6by98dhMppa2sx0v80Kiqv8EiDDecDXAtiENhJcJ1d9FwRj4rsLcDbP0fOxBnVg7b0qg9yQhz8.RPDAwQwIFRYren5Xj3Kz2KR8lCHCH9AziHgxf36n4uw&dib_tag=se&keywords=headphones&qid=1758553817&sr=8-19&xpid=Q-XSjaBW2W0qe,https://amazon.in/product-reviews/B0DQPKH93F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:29
"Sony WH-CH720N Active Noise Cancellation Wireless Bluetooth Over Ear Headphones with Mic, Adaptive Sound Control, Quick Charge, Up to 35Hrs Battery, Customized EQ- Black",B0BS1QCFHX,Sony,"₹7,899","₹14,990",47% off,In Stock,4.3 out of 5 stars,"12,548","Amazon.com, Inc",https://www.amazon.in/Sony-Cancellation-Headphones-Multi-Point-Connection/dp/B0BS1QCFHX/ref=sr_1_20?dib=eyJ2IjoiMSJ9.rAVL3OZsOjPr2_HNudqXQg5LwoWovoxOrWBnCyZ0VSufu2atlRgsUbUxV236WcSyd3Hs1lwM83cu7XwWLF7DpV-ManqU0OoKnwUzdtXUbvcE18qD4q0t1elzADKoPRBSKWsFDm4VK4VXeri2MgSht9foLbfSE1o7c6by98dhMppa2sx0v80Kiqv8EiDDecDXAtiENhJcJ1d9FwRj4rsLcDbP0fOxBnVg7b0qg9yQhz8.RPDAwQwIFRYren5Xj3Kz2KR8lCHCH9AziHgxf36n4uw&dib_tag=se&keywords=headphones&qid=1758553817&sr=8-20&xpid=Q-XSjaBW2W0qe,https://amazon.in/product-reviews/B0BS1QCFHX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:40:33
