Product_Name,Product_ASIN,Brand,Price,MRP,Discount,Rating,Reviews,Product_Link,Delivery_Date,Service,Scraped_At
"ASUS Chromebook CX1405, Intel Celeron N4500 Processor,Chrome OS, Thin & Light Laptop (Integrated Intel UHD Graphics/8GB RAM/128GB SSD/FHD/14 (35.56 cm)/60Hz/42WHrs/Quiet Blue/1.4 Kg) CX1405CKA-S60394",B0FCY4H89L,ASUS,"₹21,990","₹27,990",21% off,3.7 out of 5 stars,11,https://www.amazon.in/ASUS-Chromebook-Processor-Integrated-CX1405CKA-S60394/dp/B0FCY4H89L/ref=sr_1_51?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-51&xpid=uGu34__b-XVau,,,2025-09-09 19:15:02
"Acer Chromebook, Intel Celeron N4500, 8GB RAM, 128GB Storage, Full HD, 15.6""/39.6cm, Chrome OS, Silver, 1.6KG, CB315-4H, WiFi 6,3 Months Google One AI Premium Plan& 2TB Cloud Storage AI Powered Laptop",B0DH4M1MJ3,Acer,"₹20,990","₹33,999",38% off,3.7 out of 5 stars,166,https://www.amazon.in/Chromebook-CB315-4H-Celeron-Premium-Advanced/dp/B0DH4M1MJ3/ref=sr_1_52?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-52&xpid=uGu34__b-XVau,,,2025-09-09 19:15:02
"Samsung Galaxy Book4(New Launch), Intel Core 3 100U Processor, (Slver, 8GB RAM, 512GB SSD), 15.6"" Full HD Screen Light Laptop, Windows 11 Home, MSO, Back Lite, Fingerprint, Intel Iris XE Graphics",B0FLDL7F11,Samsung,"₹41,990","₹76,989",45% off,5.0 out of 5 stars,4,https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0FLDL7F11/ref=sr_1_53?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-53&xpid=uGu34__b-XVau,,,2025-09-09 19:15:02
"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty",B0F7HRM9JX,Lenovo,"₹34,630","₹54,900",37% off,3.6 out of 5 stars,44,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Premium-Warranty/dp/B0F7HRM9JX/ref=sr_1_54?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-54&xpid=uGu34__b-XVau,,,2025-09-09 19:15:02
"Lenovo IdeaPad Pro 5, Intel Core Ultra 9 185H, 32GB RAM, 1TB SSD, 2.8K-OLED 400Nits 120Hz, 14""/35.5cm, Windows 11, MS Office 21, Grey, 1.4Kg, 83D2001GIN,IntelArc GPU, FHD+IRCam, AI Powered Laptop",B0CY2LDT1S,Lenovo,"₹1,13,990","₹1,38,990",18% off,3.9 out of 5 stars,531,https://www.amazon.in/Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_55?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-55&xpid=uGu34__b-XVau,,,2025-09-09 19:15:02
"ASUS Vivobook 15, 15.6"" FHD (1920 x 1080), Intel Core i3-1315U, (8GB RAM/512GB SSD/Intel UHD iGPU/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg), X1504VA-NJ3321WS",B0DYF2678B,ASUS,"₹33,990","₹51,990",35% off,4.2 out of 5 stars,126,https://www.amazon.in/ASUS-Vivobook-i3-1315U-Windows-X1504VA-NJ3321WS/dp/B0DYF2678B/ref=sr_1_56?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-56&xpid=uGu34__b-XVau,,,2025-09-09 19:15:02
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U,Thin & Light (AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/14/60Hz/42WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.38 kg) E1404FA-NK3325WS",B0DTYNRVRX,ASUS,"₹29,990","₹43,990",32% off,4.1 out of 5 stars,62,https://www.amazon.in/ASUS-Vivobook-Radeon-Windows-E1404FA-NK3325WS/dp/B0DTYNRVRX/ref=sr_1_57?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-57&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"HP Laptop Ultra 7-155H, 32GB RAM, 1TB SSD, RTX 500 Ada 4GB, Win 11 Pro, 16"" WUXGA, 5MP+IR Cam, Fingerprint, Backlit Keyboard, Wi-Fi 6E, BT 5.3, 3Y Warranty (A8WN2PT)",B0FBGVLDTB,HP,"₹1,72,550","₹2,82,944",39% off,,,https://www.amazon.in/HP-Fingerprint-Keyboard-Warranty-A8WN2PT/dp/B0FBGVLDTB/ref=sr_1_58?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-58&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 8840HS 15.3 inch (38.8cm) WUXGA IPS AI PC Laptop(24GB RAM/1TB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg), 83KA004TIN",B0FCYB67QJ,Lenovo,"₹69,990","₹94,890",26% off,4.5 out of 5 stars,8,https://www.amazon.in/Lenovo-IdeaPad-Windows-Keyboard-83KA004TIN/dp/B0FCYB67QJ/ref=sr_1_59?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-59&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"Dell 15 13th Gen Thin & Light Laptop, Intel Core i3-1305U, 15.6"" FHD 120Hz 250 nits Narrow Border Display, 16GB DDR4 RAM, 512GB, Intel UHD Graphics, Windows 11 + Office H&S 2024, Carbon Black, 1.66Kg",B0FG2RJ9NC,Dell,"₹40,990","₹54,479",25% off,3.9 out of 5 stars,32,https://www.amazon.in/Dell-i3-1305U-Display-Graphics-Windows/dp/B0FG2RJ9NC/ref=sr_1_60?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-60&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"HP 15, AMD Ryzen 5 7520U (8GB LPDDR5, 512GB SSD) Anti-Glare, FHD,15.6-inch (39.6 cm) Win 11, Office 21, FHD Camera with Privacy Shutter,15s-fc0155AU",B0CY2R1G3G,HP,"₹36,890","₹53,990",32% off,3.6 out of 5 stars,46,https://www.amazon.in/HP-RyzenTM-15-6-inch-Speakers-15s-fc0155AU/dp/B0CY2R1G3G/ref=sr_1_61?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-61&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, 15-fd0006TU/fd0186tu",B0D2KDCWJL,HP,"₹35,860","₹69,990",49% off,3.8 out of 5 stars,310,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-Graphics/dp/B0D2KDCWJL/ref=sr_1_62?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-62&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"HP 15 (Fingerprint, Metal ID,Backlit KB Laptop) Intel 13th Gen Core i5-1334U (16GB DDR4 Ram,512GB SSD) 15.6''/39.6cm,FHD,Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,Iris Xe,FHD Camera hr0008TU",B0CTKHG3F6,HP,"₹54,549","₹65,000",16% off,3.8 out of 5 stars,231,https://www.amazon.in/HP-i5-1334U-Anti-Glare-15-6-inch-Laptop/dp/B0CTKHG3F6/ref=sr_1_63?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-63&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",B0D143SJ9R,Samsung,"₹52,000","₹82,789",37% off,4.1 out of 5 stars,82,https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0D143SJ9R/ref=sr_1_64?dib=eyJ2IjoiMSJ9.R6yt3osblfklf5KZaAC0H_vaiXngMnvkISxEgUdjUy81idcGbwARIgk6Fm8vr7nGFgVXURO2dU8CWtVMLCYzkhL_iLm0VmfMR8ZPPM4bsXfnH4Vm7IoGqwmY5VzgM5qLem-qQCsnvyjC2PSGhZLqfN2NwmwZlG990VKQXPepV9MKd9Euumc_ccvXDfv9fDJllQHi0Bv7OZoJFhpFCWYm0hnZzW3BdsKqKIEJ5Ptt4BA.708gXgGKm6Qlpqk-8owaNflCuYaD1WlHeSXO1I3VZWk&dib_tag=se&keywords=laptops&qid=1757425501&sr=8-64&xpid=uGu34__b-XVau,,,2025-09-09 19:15:03
"ASUS Vivobook 15,13th Gen,Intel Core i5-1335U,Thin & Light (Intel Iris Xᵉ iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42WHrs/Windows 11/Office 2021/Cool Silver/1.70 kg) X1504VA-NJ540WS",B0D4TGZG1H,ASUS,"₹46,990","₹79,990",41% off,3.8 out of 5 stars,41,https://www.amazon.in/ASUS-Vivobook-i5-1335U-15-6-inch-X1504VA-NJ540WS/dp/B0D4TGZG1H/ref=sr_1_65?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-65&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"HP 15s, AMD Ryzen 5 5500U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, 15.6''/39.6 cm, Win 11, Office 21, Silver, 1.69 kg, eq2144AU, AMD Radeon Graphics, HD Camera, Dual Speakers Laptop",B09RZRF1PJ,HP,"₹36,199","₹45,999",21% off,4.0 out of 5 stars,"1,166",https://www.amazon.in/HP-Anti-Glare-15-6-inch-Graphics-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_66?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-66&xpid=uGu34__b-XVau,Alexa Built-in,,2025-09-09 19:15:07
"Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Laptop/15.6"" FHD IPS Display/Metal Body/Silver/1.5 Kg/MSO 2021/3 Years Warranty",B0FGJZ2WWZ,Acer,"₹32,950","₹84,500",61% off,3.1 out of 5 stars,7,https://www.amazon.in/Acer-Aspire-Intel-Core-1305U/dp/B0FGJZ2WWZ/ref=sr_1_67?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-67&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG",B0DDL495SX,Acer[SmartChoice,"₹44,990","₹66,999",33% off,3.9 out of 5 stars,464,https://www.amazon.in/Acer-i5-12450H-Windows11Home-AL15-52H-Keyboard/dp/B0DDL495SX/ref=sr_1_68?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-68&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"Dell Inspiron 3530, Intel Core i5-1334U, 13th Gen, 16GB RAM, 1TB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 24, Silver, 1.62KG, Backlit Keyboard, McAfee 15 Month, Thin & Light Laptop",B0DSFQZTVW,Dell,"₹59,990","₹72,605.84",17% off,3.9 out of 5 stars,949,https://www.amazon.in/Dell-Inspiron-3530-i5-1334U-Keyboard/dp/B0DSFQZTVW/ref=sr_1_69?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-69&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"Wembley Educational Kids Laptop| Fun Mini Laptop with Mouse & 20 Activities| Interactive Learning Toy| Learn Letters, Words, Numbers & More| Great Gift for Kids 3+ (Purple)",B0F8NSLPMH,Wembley,₹897,"₹1,899",53% off,3.9 out of 5 stars,"1,967",https://www.amazon.in/Wembley-Educational-Activities-Interactive-Learning/dp/B0F8NSLPMH/ref=sr_1_70?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-70&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"Lenovo Ideapad Slim 3 13Th Gen Intel Core I5-13420H 15.3""(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg) 83K100C6IN",B0FBGS6ZW8,Lenovo,"₹57,400","₹82,490",30% off,5.0 out of 5 stars,1,https://www.amazon.in/Lenovo-Ideapad-I5-13420H-Keyboard-83K100C6IN/dp/B0FBGS6ZW8/ref=sr_1_71?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-71&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"Dell New 15 Laptop, 15.6- Inches FHD 120Hz 250 Nits, AMD Ryzen R7-7730U, 16GB DDR4, 512 SSD, AMD Radeon Graphics, Standard Keyboard, Win 11+Office H&S 2024, Platinum Silver, Thin & Light- 1.63 Kg",B0FDQ2R315,Dell,"₹50,490","₹65,449",23% off,4.0 out of 5 stars,2,https://www.amazon.in/Dell-15-R7-7730U-Graphics-Standard/dp/B0FDQ2R315/ref=sr_1_72?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-72&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XM00UGIN",B0FBX94V45,Lenovo,"₹42,690","₹60,290",29% off,4.5 out of 5 stars,2,https://www.amazon.in/Lenovo-IdeaPad-Integrated-Graphics-82XM00UGIN/dp/B0FBX94V45/ref=sr_1_73?dib=eyJ2IjoiMSJ9.AGOE2SgLfOn80-tHzr7kA0Ng-Vl64a4T77d4vcnPB-wlNOVszxrMQMnv9LYjnDa0a0Fg9iT7zB5GgrrZCp1k3CGIL1ShtgOXzFIU4qIpXn_9TVfC5YW5RyJM3K9WzUX7CIk2LCYeWU_BIbp0BgxsHCFHB6qR5oi-NSHJhp7SS3gsRCW_1A1NQOkE4W7VwjZ_ZSs4aBYX1i-T-AixrtboxT5QRZ1_HYjTSwWd5PinjVE.apfxRzjtpP1TVlQF1pf7qlZac__mXwcoiWu3cfH5bKs&dib_tag=se&keywords=laptops&qid=1757425505&sr=8-73&xpid=uGu34__b-XVau,,,2025-09-09 19:15:07
